fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.4;0.61;0.01;2.0;0.07400000000000001;13.0;38.0;0.9974799999999999;3.48;0.65;9.8;0
6.6;0.61;0.01;1.9;0.08;8.0;25.0;0.99746;3.6559730465252054;0.73;10.5;0
8.8;0.3;0.38;2.3;0.06;19.0;72.0;0.9954299999999999;3.39;0.72;11.8;0
8.8;0.3;0.38;2.3;0.06;19.0;72.0;0.9954299999999999;3.39;0.72;11.8;0
12.0;0.63;0.5;1.4;0.071;6.0;26.0;0.9979100000000001;3.07;0.6;10.4;0
7.2;0.38;0.38;2.8;0.068;23.0;42.0;0.99356;3.34;0.72;12.9;1
6.2;0.46;0.17;1.6;0.073;7.0;11.0;0.99425;3.61;0.54;11.4;0
9.6;0.33;0.52;2.2;0.07400000000000001;13.0;25.0;0.9950899999999999;3.36;0.76;12.4;1
9.9;0.27;0.49;3.6917619112377773;0.08199999999999999;9.0;17.0;0.99484;3.19;0.52;12.5;1
10.1;0.43;0.4;2.6;0.092;13.0;52.0;0.99834;3.22;0.64;10.0;1
9.8;0.5;0.34;2.3;0.094;10.0;45.0;0.99864;3.24;0.6;9.7;1
8.3;0.3;0.49;3.6917619112377773;0.09;11.0;24.0;0.99498;3.27;0.64;12.1;1
10.2;0.44;0.42;2.0;0.071;7.0;20.0;0.99566;3.14;0.79;11.1;1
10.2;0.44;0.58;3.6917619112377773;0.092;11.0;24.0;0.99745;3.29;0.99;12.0;1
8.3;0.28;0.48;2.1;0.09300000000000001;6.0;12.0;0.99408;3.26;0.62;12.4;1
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;1
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;1
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;1
8.3;0.28;0.48;2.1;0.09300000000000001;6.0;12.0;0.99408;3.26;0.62;12.4;1
8.2;0.31;0.4;2.2;0.057999999999999996;6.0;10.0;0.99536;3.31;0.68;11.2;1
10.2;0.34;0.48;2.1;0.052000000000000005;5.0;9.0;0.9945799999999999;3.2;0.69;12.1;1
7.6;0.43;0.4;2.7;0.08199999999999999;6.0;11.0;0.9953799999999999;3.44;0.54;12.2;0
8.5;0.21;0.52;1.9;0.09;9.0;23.0;0.9964799999999999;3.36;0.67;10.4;0
9.0;0.36;0.52;2.1;0.111;5.0;10.0;0.9956799999999999;3.31;0.62;11.3;0
9.5;0.37;0.52;2.0;0.08800000000000001;12.0;51.0;0.99613;3.29;0.58;11.1;0
6.4;0.57;0.12;2.3;0.11809664784940449;25.0;36.0;0.99519;3.47;0.71;11.3;1
8.0;0.59;0.05;2.0;0.08900000000000001;12.0;32.0;0.99735;3.36;0.61;10.0;0
8.5;0.47;0.27;1.9;0.057999999999999996;18.0;38.0;0.99518;3.16;0.85;11.1;0
7.1;0.56;0.14;1.6;0.078;7.0;18.0;0.99592;3.27;0.62;9.3;0
6.6;0.57;0.02;2.1;0.115;6.0;16.0;0.99654;3.38;0.69;9.5;0
8.8;0.27;0.39;2.0;0.1;20.0;27.0;0.99546;3.15;0.69;11.2;0
8.5;0.47;0.27;1.9;0.057999999999999996;18.0;38.0;0.99518;3.16;0.85;11.1;0
8.3;0.34;0.4;2.4;0.065;24.0;48.0;0.99554;3.34;0.86;11.0;0
9.0;0.38;0.41;2.4;0.10300000000000001;6.0;10.0;0.9960399999999999;3.13;0.58;11.9;1
8.5;0.66;0.2;2.1;0.09699999999999999;23.0;101.5;0.9973299999999999;3.13;0.48;9.2;0
9.0;0.4;0.43;2.4;0.068;29.0;46.0;0.9943;3.2;0.6;12.2;0
6.7;0.56;0.09;2.9;0.079;7.0;22.0;0.99669;3.46;0.61;10.2;0
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.33;0.87;10.9;0
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.33;0.87;10.9;0
10.1;0.38;0.5;2.4;0.10400000000000001;6.0;13.0;0.9964299999999999;3.22;0.65;11.6;1
8.5;0.34;0.44;1.7;0.079;6.0;12.0;0.99605;3.52;0.63;10.7;0
8.8;0.33;0.41;3.6917619112377773;0.073;7.0;13.0;0.9965799999999999;3.3;0.62;12.1;1
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.44;0.52;9.4;0
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.44;0.52;9.4;0
8.4;0.59;0.29;2.6;0.109;31.0;101.5;0.9980100000000001;3.15;0.5;9.1;0
7.0;0.4;0.32;3.6;0.061;9.0;29.0;0.99416;3.28;0.49;11.3;1
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;0
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;0
9.5;0.86;0.26;1.9;0.079;13.0;28.0;0.9971200000000001;3.25;0.62;10.0;0
7.3;0.52;0.32;2.1;0.07;39.77518795919791;70.0;0.99418;3.34;0.82;12.9;0
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;0
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;0
7.4;0.58;0.0;2.0;0.064;7.0;11.0;0.9956200000000001;3.45;0.58;11.3;0
9.8;0.34;0.39;1.4;0.066;3.0;7.0;0.9947;3.19;0.55;11.4;1
7.1;0.36;0.3;1.6;0.08;35.0;70.0;0.9969299999999999;3.44;0.5;9.4;0
7.7;0.39;0.12;1.7;0.09699999999999999;19.0;27.0;0.9959600000000001;3.16;0.49;9.4;0
9.7;0.295;0.4;1.5;0.073;14.0;21.0;0.99556;3.14;0.51;10.9;0
7.7;0.39;0.12;1.7;0.09699999999999999;19.0;27.0;0.9959600000000001;3.16;0.49;9.4;0
7.1;0.34;0.28;2.0;0.08199999999999999;31.0;68.0;0.9969399999999999;3.45;0.48;9.4;0
6.5;0.4;0.1;2.0;0.076;30.0;47.0;0.99554;3.36;0.48;9.4;0
7.1;0.34;0.28;2.0;0.08199999999999999;31.0;68.0;0.9969399999999999;3.45;0.48;9.4;0
10.0;0.35;0.45;2.5;0.092;20.0;88.0;0.99918;3.15;0.43;9.4;0
7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.39;0.62;10.1;0
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.6559730465252054;0.63;12.8;1
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.6559730465252054;0.63;12.8;1
8.9;0.84;0.34;1.4;0.05;4.0;10.0;0.99554;3.12;0.48;9.1;0
6.4;0.69;0.0;1.65;0.055;7.0;12.0;0.9916200000000001;3.47;0.53;12.9;0
7.5;0.43;0.3;2.2;0.062;6.0;12.0;0.99495;3.44;0.72;11.5;1
9.9;0.35;0.38;1.5;0.057999999999999996;31.0;47.0;0.9967600000000001;3.26;0.82;10.6;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;1
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.36;0.55;12.8;1
8.2;0.43;0.29;1.6;0.081;27.0;45.0;0.99603;3.25;0.54;10.3;0
6.8;0.36;0.32;1.8;0.067;4.0;8.0;0.9928;3.36;0.55;12.8;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;1
9.1;0.3;0.34;2.0;0.064;12.0;25.0;0.99516;3.26;0.84;11.7;1
8.9;0.35;0.4;3.6;0.11;12.0;24.0;0.99549;3.23;0.7;12.0;1
9.6;0.5;0.36;2.8;0.11599999999999999;26.0;55.0;0.9972200000000001;3.18;0.68;10.9;0
8.9;0.28;0.45;1.7;0.067;7.0;12.0;0.99354;3.25;0.55;12.3;1
8.9;0.32;0.31;2.0;0.08800000000000001;12.0;19.0;0.9957;3.17;0.55;10.4;0
7.7;0.9605402158181046;0.15;2.1;0.102;11.0;32.0;0.9960399999999999;3.23;0.48;10.0;0
7.5;0.71;0.0;1.6;0.092;22.0;31.0;0.99635;3.38;0.58;10.0;0
8.0;0.58;0.16;2.0;0.11809664784940449;3.0;7.0;0.99454;3.22;0.58;11.2;0
10.5;0.39;0.46;2.2;0.075;14.0;27.0;0.99598;3.06;0.84;11.4;0
8.9;0.38;0.4;2.2;0.068;12.0;28.0;0.9948600000000001;3.27;0.75;12.6;1
8.0;0.18;0.37;0.9;0.049;36.0;101.5;0.9915564974384989;2.9387617742370216;0.44;12.7;0
8.0;0.18;0.37;0.9;0.049;36.0;101.5;0.9915564974384989;2.9387617742370216;0.44;12.7;0
7.0;0.5;0.14;1.8;0.078;10.0;23.0;0.99636;3.53;0.61;10.4;0
11.3;0.36;0.66;2.4;0.11809664784940449;3.0;8.0;0.9964200000000001;3.2;0.53;11.9;0
11.3;0.36;0.66;2.4;0.11809664784940449;3.0;8.0;0.9964200000000001;3.2;0.53;11.9;0
7.0;0.51;0.09;2.1;0.062;4.0;9.0;0.99584;3.35;0.54;10.5;0
8.2;0.32;0.42;2.3;0.098;3.0;9.0;0.9950600000000001;3.27;0.55;12.3;0
7.7;0.58;0.01;1.8;0.08800000000000001;12.0;18.0;0.9956799999999999;3.32;0.56;10.5;1
8.6;0.83;0.0;2.8;0.095;17.0;43.0;0.9982200000000001;3.33;0.6;10.4;0
7.9;0.31;0.32;1.9;0.066;14.0;36.0;0.99364;3.41;0.56;12.6;0
6.4;0.795;0.0;2.2;0.065;28.0;52.0;0.9937799999999999;3.49;0.52;11.6;0
7.2;0.34;0.21;2.5;0.075;39.77518795919791;68.0;0.9958600000000001;3.37;0.54;10.1;0
7.7;0.58;0.01;1.8;0.08800000000000001;12.0;18.0;0.9956799999999999;3.32;0.56;10.5;1
7.1;0.59;0.0;2.1;0.091;9.0;14.0;0.9948799999999999;3.42;0.55;11.5;1
7.3;0.55;0.01;1.8;0.09300000000000001;9.0;15.0;0.9951399999999999;3.35;0.58;11.0;1
8.1;0.82;0.0;3.6917619112377773;0.095;5.0;14.0;0.99854;3.36;0.53;9.6;0
7.5;0.57;0.08;2.6;0.08900000000000001;14.0;27.0;0.99592;3.3;0.59;10.4;0
8.9;0.745;0.18;2.5;0.077;15.0;48.0;0.99739;3.2;0.47;9.7;0
10.1;0.37;0.34;2.4;0.085;5.0;17.0;0.9968299999999999;3.17;0.65;10.6;1
7.6;0.31;0.34;2.5;0.08199999999999999;26.0;35.0;0.99356;3.22;0.59;12.5;1
7.3;0.91;0.1;1.8;0.07400000000000001;20.0;56.0;0.99672;3.35;0.56;9.2;0
8.7;0.41;0.41;3.6917619112377773;0.078;25.0;42.0;0.9953;3.24;0.77;12.6;1
8.9;0.5;0.21;2.2;0.08800000000000001;21.0;39.0;0.99692;3.33;0.83;11.1;0
7.4;0.9605402158181046;0.0;2.2;0.08800000000000001;16.0;32.0;0.99756;3.58;0.67;10.2;0
6.9;0.49;0.19;1.7;0.079;13.0;26.0;0.9954700000000001;3.38;0.64;9.8;0
8.9;0.5;0.21;2.2;0.08800000000000001;21.0;39.0;0.99692;3.33;0.83;11.1;0
9.5;0.39;0.41;3.6917619112377773;0.069;18.0;39.0;0.99859;3.29;0.81;10.9;1
6.4;0.39;0.33;3.3;0.046;12.0;53.0;0.9929399999999999;3.36;0.62;12.2;0
6.9;0.44;0.0;1.4;0.07;32.0;38.0;0.9943799999999999;3.32;0.58;11.4;0
7.6;0.78;0.0;1.7;0.076;33.0;45.0;0.9961200000000001;3.31;0.62;10.7;0
7.1;0.43;0.17;1.8;0.08199999999999999;27.0;51.0;0.99634;3.49;0.64;10.4;0
9.3;0.49;0.36;1.7;0.081;3.0;14.0;0.99702;3.27;0.78;10.9;0
9.3;0.5;0.36;1.8;0.084;6.0;17.0;0.9970399999999999;3.27;0.77;10.8;0
7.1;0.43;0.17;1.8;0.08199999999999999;27.0;51.0;0.99634;3.49;0.64;10.4;0
8.5;0.46;0.59;1.4;0.11809664784940449;16.0;45.0;0.99702;3.03;1.0650000000000002;9.2;0
5.6;0.605;0.05;2.4;0.073;19.0;25.0;0.9925799999999999;3.56;0.55;12.9;0
8.3;0.33;0.42;2.3;0.07;9.0;20.0;0.99426;3.38;0.77;12.7;1
8.2;0.64;0.27;2.0;0.095;5.0;77.0;0.9974700000000001;3.13;0.62;9.1;0
8.2;0.64;0.27;2.0;0.095;5.0;77.0;0.9974700000000001;3.13;0.62;9.1;0
8.9;0.48;0.53;3.6917619112377773;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;1
7.6;0.42;0.25;3.6917619112377773;0.10400000000000001;28.0;90.0;0.99784;3.15;0.57;9.1;0
9.9;0.53;0.57;2.4;0.09300000000000001;30.0;52.0;0.9971;3.19;0.76;11.6;1
8.9;0.48;0.53;3.6917619112377773;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;1
11.6;0.23;0.57;1.8;0.07400000000000001;3.0;8.0;0.9981;3.14;0.7;9.9;0
9.1;0.4;0.5;1.8;0.071;7.0;16.0;0.9946200000000001;3.21;0.69;12.5;1
8.0;0.38;0.44;1.9;0.098;6.0;15.0;0.9956;3.3;0.64;11.4;0
10.2;0.29;0.65;2.4;0.075;6.0;17.0;0.99565;3.22;0.63;11.8;0
8.2;0.74;0.09;2.0;0.067;5.0;10.0;0.99418;3.28;0.57;11.8;0
7.7;0.61;0.18;2.4;0.083;6.0;20.0;0.9963;3.29;0.6;10.2;0
6.6;0.52;0.08;2.4;0.07;13.0;26.0;0.9935799999999999;3.4;0.72;12.5;1
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;1
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;1
8.0;0.62;0.35;2.8;0.086;28.0;52.0;0.997;3.31;0.62;10.8;0
9.3;0.33;0.45;1.5;0.057;19.0;37.0;0.99498;3.18;0.89;11.1;1
7.5;0.77;0.2;3.6917619112377773;0.098;30.0;92.0;0.99892;3.2;0.58;9.2;0
7.2;0.35;0.26;1.8;0.083;33.0;75.0;0.9968;3.4;0.58;9.5;0
8.0;0.62;0.33;2.7;0.08800000000000001;16.0;37.0;0.9972;3.31;0.58;10.7;0
7.5;0.77;0.2;3.6917619112377773;0.098;30.0;92.0;0.99892;3.2;0.58;9.2;0
9.1;0.25;0.34;2.0;0.071;39.77518795919791;67.0;0.99769;3.44;0.86;10.2;1
9.9;0.32;0.56;2.0;0.073;3.0;8.0;0.99534;3.15;0.73;11.4;0
8.6;0.37;0.65;3.6917619112377773;0.08;3.0;8.0;0.9981700000000001;3.27;0.58;11.0;0
8.6;0.37;0.65;3.6917619112377773;0.08;3.0;8.0;0.9981700000000001;3.27;0.58;11.0;0
7.9;0.3;0.68;3.6917619112377773;0.05;37.5;101.5;0.99316;3.01;0.51;12.3;1
10.3;0.27;0.56;1.4;0.047;3.0;8.0;0.99471;3.16;0.51;11.8;0
7.9;0.3;0.68;3.6917619112377773;0.05;37.5;101.5;0.99316;3.01;0.51;12.3;1
7.2;0.38;0.3;1.8;0.073;31.0;70.0;0.99685;3.42;0.59;9.5;0
8.7;0.42;0.45;2.4;0.07200000000000001;32.0;59.0;0.9961700000000001;3.33;0.77;12.0;0
7.2;0.38;0.3;1.8;0.073;31.0;70.0;0.99685;3.42;0.59;9.5;0
6.8;0.48;0.08;1.8;0.07400000000000001;39.77518795919791;64.0;0.99529;3.12;0.49;9.6;0
8.5;0.34;0.4;3.6917619112377773;0.055;3.0;9.0;0.9973799999999999;3.38;0.66;11.6;1
7.9;0.19;0.42;1.6;0.057;18.0;30.0;0.9940000000000001;3.29;0.69;11.2;0
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.02;0.76;9.9;1
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.02;0.76;9.9;1
10.0;0.26;0.54;1.9;0.083;39.77518795919791;74.0;0.99451;2.98;0.63;11.8;1
7.9;0.34;0.42;2.0;0.086;8.0;19.0;0.99546;3.35;0.6;11.4;0
7.0;0.54;0.09;2.0;0.081;10.0;16.0;0.99479;3.43;0.59;11.5;0
9.2;0.31;0.36;2.2;0.079;11.0;31.0;0.99615;3.33;0.86;12.0;1
6.6;0.725;0.09;3.6917619112377773;0.11699999999999999;9.0;17.0;0.99655;3.35;0.49;10.8;0
9.4;0.4;0.47;2.5;0.087;6.0;20.0;0.99772;3.15;0.5;10.5;0
6.6;0.725;0.09;3.6917619112377773;0.11699999999999999;9.0;17.0;0.99655;3.35;0.49;10.8;0
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;0
8.0;0.31;0.45;2.1;0.11809664784940449;5.0;16.0;0.9935799999999999;3.15;0.81;12.5;1
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;0
8.4;0.34;0.42;2.1;0.07200000000000001;23.0;36.0;0.99392;3.11;0.78;12.4;0
7.4;0.49;0.27;2.1;0.071;14.0;25.0;0.9938799999999999;3.35;0.63;12.0;0
6.1;0.48;0.09;1.7;0.078;18.0;30.0;0.9940200000000001;3.45;0.54;11.2;0
7.4;0.49;0.27;2.1;0.071;14.0;25.0;0.9938799999999999;3.35;0.63;12.0;0
8.0;0.48;0.34;2.2;0.073;16.0;25.0;0.9936;3.28;0.66;12.4;0
6.3;0.57;0.28;2.1;0.048;13.0;49.0;0.99374;3.41;0.6;12.8;0
8.2;0.23;0.42;1.9;0.069;9.0;17.0;0.9937600000000001;3.21;0.54;12.3;0
9.1;0.3;0.41;2.0;0.068;10.0;24.0;0.99523;3.27;0.85;11.7;1
8.1;0.78;0.1;3.3;0.09;4.0;13.0;0.99855;3.36;0.49;9.5;0
10.8;0.47;0.43;2.1;0.11809664784940449;27.0;66.0;0.9982;3.17;0.76;10.8;0
8.3;0.53;0.0;1.4;0.07;6.0;14.0;0.99593;3.25;0.64;10.0;0
5.4;0.42;0.27;2.0;0.092;23.0;55.0;0.99471;3.6559730465252054;0.64;12.3;1
7.9;0.33;0.41;1.5;0.055999999999999994;6.0;35.0;0.9939600000000001;3.29;0.71;11.0;0
8.9;0.24;0.39;1.6;0.07400000000000001;3.0;10.0;0.99698;3.12;0.59;9.5;0
5.0;0.4;0.5;3.6917619112377773;0.046;29.0;80.0;0.9915564974384989;3.49;0.66;13.6;0
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.38;0.6;11.3;0
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.38;0.6;11.3;0
7.0;0.69;0.07;2.5;0.091;15.0;21.0;0.99572;3.38;0.6;11.3;0
7.1;0.39;0.12;2.1;0.065;14.0;24.0;0.9925200000000001;3.3;0.53;13.3;0
5.6;0.66;0.0;2.5;0.066;7.0;15.0;0.99256;3.52;0.58;12.9;0
7.9;0.54;0.34;2.5;0.076;8.0;17.0;0.99235;3.2;0.72;13.1;1
6.6;0.5;0.0;1.8;0.062;21.0;28.0;0.9935200000000001;3.44;0.55;12.3;0
6.3;0.47;0.0;1.4;0.055;27.0;33.0;0.9922;3.45;0.48;12.3;0
10.7;0.4;0.37;1.9;0.081;17.0;29.0;0.99674;3.12;0.65;11.2;0
6.5;0.58;0.0;2.2;0.096;3.0;13.0;0.9955700000000001;3.62;0.62;11.5;0
8.8;0.24;0.35;1.7;0.055;13.0;27.0;0.9939399999999999;3.14;0.59;11.3;1
5.8;0.29;0.26;1.7;0.063;3.0;11.0;0.9915564974384989;3.39;0.54;13.5;0
6.3;0.76;0.0;2.9;0.07200000000000001;26.0;52.0;0.99379;3.51;0.6;11.5;0
10.0;0.43;0.33;2.7;0.095;28.0;89.0;0.9984;3.22;0.68;10.0;0
10.5;0.43;0.35;3.3;0.092;24.0;70.0;0.99798;3.21;0.69;10.5;0
9.1;0.6;0.0;1.9;0.057999999999999996;5.0;10.0;0.9977;3.18;0.63;10.4;0
5.9;0.19;0.21;1.7;0.045;39.77518795919791;101.5;0.99341;3.32;0.44;9.5;0
7.4;0.36;0.34;1.8;0.075;18.0;38.0;0.9933;3.38;0.88;13.6;1
7.2;0.48;0.07;3.6917619112377773;0.08900000000000001;10.0;18.0;0.99684;3.37;0.68;11.2;1
8.5;0.28;0.35;1.7;0.061;6.0;15.0;0.99524;3.3;0.74;11.8;1
8.0;0.25;0.43;1.7;0.067;22.0;50.0;0.9946;3.38;0.6;11.9;0
10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.22;0.76;11.4;0
10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.22;0.76;11.4;0
7.5;0.41;0.15;3.6917619112377773;0.10400000000000001;29.0;94.0;0.9978600000000001;3.14;0.58;9.1;0
8.2;0.51;0.24;2.0;0.079;16.0;86.0;0.99764;3.34;0.64;9.5;0
7.3;0.4;0.3;1.7;0.08;33.0;79.0;0.9969;3.41;0.65;9.5;0
8.2;0.38;0.32;2.5;0.08;24.0;71.0;0.99624;3.27;0.85;11.0;0
6.9;0.45;0.11;2.4;0.043;6.0;12.0;0.99354;3.3;0.65;11.4;0
7.0;0.22;0.3;1.8;0.065;16.0;20.0;0.99672;3.61;0.82;10.0;0
7.3;0.32;0.23;2.3;0.066;35.0;70.0;0.9958799999999999;3.43;0.62;10.1;0
8.2;0.2;0.43;2.5;0.076;31.0;51.0;0.99672;3.53;0.81;10.4;0
7.8;0.5;0.12;1.8;0.11809664784940449;6.0;21.0;0.996;3.28;0.87;9.8;0
10.0;0.41;0.45;3.6917619112377773;0.071;6.0;14.0;0.99702;3.21;0.49;11.8;1
7.8;0.39;0.42;2.0;0.086;9.0;21.0;0.99526;3.39;0.66;11.6;0
10.0;0.35;0.47;2.0;0.061;6.0;11.0;0.99585;3.23;0.52;12.0;0
8.2;0.33;0.32;2.8;0.067;4.0;12.0;0.9947299999999999;3.3;0.76;12.8;1
6.1;0.58;0.23;2.5;0.044000000000000004;16.0;70.0;0.9935200000000001;3.46;0.65;12.5;0
8.3;0.6;0.25;2.2;0.11800000000000001;9.0;38.0;0.99616;3.15;0.53;9.8;0
9.6;0.42;0.35;2.1;0.083;17.0;38.0;0.9962200000000001;3.23;0.66;11.1;0
6.6;0.58;0.0;2.2;0.1;39.77518795919791;63.0;0.99544;3.59;0.68;11.4;0
8.3;0.6;0.25;2.2;0.11800000000000001;9.0;38.0;0.99616;3.15;0.53;9.8;0
8.5;0.18;0.51;1.75;0.071;39.77518795919791;88.0;0.99524;3.33;0.76;11.8;1
5.1;0.51;0.18;2.1;0.042;16.0;101.0;0.9924;3.46;0.87;12.9;1
6.7;0.41;0.43;2.8;0.076;22.0;54.0;0.99572;3.42;1.0650000000000002;10.6;0
10.2;0.41;0.43;2.2;0.11;11.0;37.0;0.9972799999999999;3.16;0.67;10.8;0
10.6;0.36;0.57;2.3;0.087;6.0;20.0;0.9967600000000001;3.14;0.72;11.1;1
8.8;0.45;0.43;1.4;0.076;12.0;21.0;0.99551;3.21;0.75;10.2;0
8.5;0.32;0.42;2.3;0.075;12.0;19.0;0.99434;3.14;0.71;11.8;1
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.29;0.67;10.0;0
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.29;0.67;10.0;0
8.5;0.44;0.5;1.9;0.11809664784940449;15.0;38.0;0.99634;3.01;1.0650000000000002;9.4;0
9.9;0.54;0.26;2.0;0.111;7.0;60.0;0.9970899999999999;2.94;0.98;10.2;0
8.2;0.33;0.39;2.5;0.07400000000000001;29.0;48.0;0.9952799999999999;3.32;0.88;12.4;1
6.5;0.34;0.27;2.8;0.067;8.0;44.0;0.99384;3.21;0.56;12.0;0
7.6;0.5;0.29;2.3;0.086;5.0;14.0;0.9950200000000001;3.32;0.62;11.5;0
9.2;0.36;0.34;1.6;0.062;5.0;12.0;0.9966700000000001;3.2;0.67;10.5;0
7.1;0.59;0.0;2.2;0.078;26.0;44.0;0.9952200000000001;3.42;0.68;10.8;0
9.7;0.42;0.46;2.1;0.07400000000000001;5.0;16.0;0.99649;3.27;0.74;12.3;0
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.46;0.62;9.5;0
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.46;0.62;9.5;0
6.5;0.61;0.0;2.2;0.095;39.77518795919791;59.0;0.99541;3.61;0.7;11.5;0
6.5;0.88;0.03;3.6917619112377773;0.079;23.0;47.0;0.99572;3.58;0.5;11.2;0
7.1;0.66;0.0;2.4;0.052000000000000005;6.0;11.0;0.99318;3.35;0.66;12.7;1
5.6;0.915;0.0;2.1;0.040999999999999995;17.0;78.0;0.99346;3.6559730465252054;0.73;11.4;0
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.9959899999999999;3.27;0.81;11.0;0
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.9959899999999999;3.27;0.81;11.0;0
9.8;0.39;0.43;1.65;0.068;5.0;11.0;0.9947799999999999;3.19;0.46;11.4;0
10.2;0.4;0.4;2.5;0.068;39.77518795919791;54.0;0.99754;3.38;0.86;10.5;0
6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;0
6.7;0.64;0.23;2.1;0.08;11.0;101.5;0.9953799999999999;3.36;0.7;10.9;0
7.0;0.43;0.3;2.0;0.085;6.0;39.0;0.99346;3.33;0.46;11.9;0
6.6;0.8;0.03;3.6917619112377773;0.079;6.0;12.0;0.9963;3.52;0.5;12.2;0
7.0;0.43;0.3;2.0;0.085;6.0;39.0;0.99346;3.33;0.46;11.9;0
6.7;0.64;0.23;2.1;0.08;11.0;101.5;0.9953799999999999;3.36;0.7;10.9;0
8.8;0.955;0.05;1.8;0.075;5.0;19.0;0.99616;3.3;0.44;9.6;0
9.1;0.4;0.57;3.6917619112377773;0.08;6.0;20.0;0.9965200000000001;3.28;0.57;12.5;0
6.5;0.885;0.0;2.3;0.11809664784940449;6.0;12.0;0.99551;3.56;0.51;10.8;0
7.2;0.25;0.37;2.5;0.063;11.0;41.0;0.99439;3.52;0.8;12.4;1
6.4;0.885;0.0;2.3;0.11809664784940449;6.0;12.0;0.99551;3.56;0.51;10.8;0
7.0;0.745;0.12;1.8;0.114;15.0;64.0;0.9958799999999999;3.22;0.59;9.5;0
6.2;0.43;0.22;1.8;0.078;21.0;56.0;0.9963299999999999;3.52;0.6;9.5;0
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.9968600000000001;3.21;0.58;9.5;0
7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.9945799999999999;3.16;0.54;9.8;0
7.7;0.26;0.26;2.0;0.052000000000000005;19.0;77.0;0.9951;3.15;0.79;10.9;0
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.9968600000000001;3.21;0.58;9.5;0
7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.9945799999999999;3.16;0.54;9.8;0
7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;1
8.6;0.42;0.39;1.8;0.068;6.0;12.0;0.99516;3.35;0.69;11.7;1
9.9;0.74;0.19;3.6917619112377773;0.111;33.0;76.0;0.9987799999999999;3.14;0.55;9.4;0
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;1
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;1
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;1
9.9;0.72;0.55;1.7;0.11809664784940449;24.0;52.0;0.9975200000000001;3.35;0.94;10.0;0
